CRS Code,Station Name,Sixteen Character Name,Longitude,Latitude,Station Operator,National Location Code,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Ticket Office Mon-Fri Start,Ticket Office Mon-Fri End,Ticket Office Sat Start,Ticket Office Sat End,Ticket Office Sun Start,Ticket Office Sun End,Toilets Available,Wheelchairs Available
MEY,Merryton,MRRYTON,-3.978239595,55.74869713,SR,970500,,,,,,,,,,,,false,false
MHM,Merstham,MERSTHAM,-0.150223451,51.26415181,SN,547500,,,,,,06:10:00.000,19:35:00.000,06:10:00.000,19:35:00.000,08:30:00.000,16:40:00.000,true,false
MER,Merthyr Tydfil,MERTHYR TYDFIL,-3.377291952,51.74458569,AW,385500,,,,,,07:15:00.000,15:50:00.000,08:15:00.000,16:50:00.000,,,false,false
MEV,Merthyr Vale,MERTHYR VALE,-3.336588445,51.68664396,AW,385700,,,,,,,,,,,,false,false
MGM,Metheringham,METHERINGHAM,-0.391447021,53.13890433,EM,629700,,,,,,,,,,,,false,
MCE,MetroCentre,METROCENTRE,-1.665631298,54.9587475,NT,772500,,,,,,,,,,,,false,
MEX,Mexborough,MEXBOROUGH,-1.288564361,53.49101072,NT,670700,,,,,,,,06:00:00.000,19:00:00.000,08:00:00.000,19:30:00.000,true,
MIC,Micheldever,MICHELDEVER,-1.260678431,51.18239077,SW,590800,,,,,,06:20:00.000,09:05:00.000,,,,,false,false
MIK,Micklefield,MICKLEFIELD,-1.324363018,53.78909282,NT,847700,,,,,,,,,,,,false,
MBR,Middlesbrough,MIDDLESBROUGH.,-1.234712568,54.57911045,TP,792900,,,,,,05:30:00.000,19:30:00.000,05:30:00.000,19:30:00.000,08:15:00.000,19:00:00.000,true,true
MDL,Middlewood,MIDDLEWOOD,-2.08334968,53.35997512,NT,297100,,,,,,,,,,,,false,
MDG,Midgham,MIDGHAM,-1.177708473,51.39596936,GW,315900,,,,,,,,,,,,false,false
MLF,Milford (Surrey),MILFORD SURREY,-0.636946048,51.163315,SW,564400,,,,,,06:30:00.000,11:30:00.000,,,,,true,false
MFH,Milford Haven,MILFORD HAVEN,-5.041000361,51.71497622,AW,409500,,,,,,,,08:30:00.000,11:30:00.000,,,false,false
MLH,Mill Hill (Lancs),MILL HILL LANCS,-2.501741498,53.73546799,NT,275000,,,,,,,,,,,,false,
MIL,Mill Hill Broadway,MILLHILLBWAY,-0.24954,51.61288,TL,152700,,,,,,06:00:00.000,19:30:00.000,07:30:00.000,19:00:00.000,09:00:00.000,18:00:00.000,false,true
MLB,Millbrook (Bedfordshire),MILLBROOK BEDS,-0.532692607,52.05384836,LN,153700,,,,,,,,,,,,false,
MBK,Millbrook (Hants),MILLBROOK HANTS,-1.433849643,50.91148638,SW,590900,,,,,,,,,,,,false,false
MIN,Milliken Park,MILLIKEN PARK,-4.533342722,55.82509709,SR,965800,,,,,,,,,,,,false,
MLM,Millom,MILLOM,-3.271093719,54.21083074,NT,199700,,,,,,07:00:00.000,13:00:00.000,09:00:00.000,13:00:00.000,,,false,false
MIH,Mills Hill (Manchester),MILLS HILL MANCR,-2.17202063,53.55052249,NT,292000,,,,,,,,,,,,false,
MLN,Milngavie,MILNGAVIE,-4.315104558,55.94084886,SR,998500,,,,,,06:40:00.000,19:00:00.000,06:40:00.000,19:00:00.000,09:00:00.000,17:00:00.000,true,true
MKC,Milton Keynes Central,MILTON KEYNES C.,-0.774142566,52.03429998,LN,137800,,,,,,04:45:00.000,22:00:00.000,06:00:00.000,22:00:00.000,06:45:00.000,21:30:00.000,true,true
MFF,Minffordd,MINFFORDD,-4.08412,52.92587,AW,446900,,,,,,,,,,,,false,false
MSR,Minster,MINSTER,1.31723234,51.32917959,SE,501900,,,,,,,,,,,,false,
MIR,Mirfield,MIRFIELD,-1.691785436,53.67159426,NT,851800,,,,,,,,,,,,false,
MIS,Mistley,MISTLEY,1.081412598,51.94364535,LE,690600,,,,,,,,,,,,false,
MTC,Mitcham Eastfields,MITCHAM EASTFLDS,-0.15396924,51.40840457,SN,5069,,,,,,06:10:00.000,12:45:00.000,08:00:00.000,14:35:00.000,,,true,false
MIJ,Mitcham Junction,MITCHAM JUNCTION,-0.157322869,51.39294461,SN,542700,,,,,,06:10:00.000,12:45:00.000,08:00:00.000,14:35:00.000,,,true,false
MOB,Mobberley,MOBBERLEY,-2.333300348,53.32996527,NT,284900,,,,,,,,,,,,false,false
MON,Monifieth,MONIFIETH,-2.818243249,56.48010302,SR,906000,,,,,,,,,,,,false,false
MRS,Monks Risborough,MONKS RISBOROUGH,-0.829333579,51.73576572,CH,306700,,,,,,,,,,,,false,
MTP,Montpelier,MONTPELIER,-2.587332548,51.46889519,GW,320300,,,,,,,,,,,,false,
MTS,Montrose,MONTROSE,-2.472074707,56.71278581,SR,908000,,,,,,,,07:30:00.000,15:30:00.000,09:15:00.000,13:15:00.000,true,true
MRF,Moorfields,MOORFIELDS,-2.989179871,53.40857308,ME,222600,,,,,,,,05:21:00.000,00:13:00.000,07:41:00.000,00:13:00.000,false,
MOG,Moorgate,MOORGATE.,-0.09024,51.519563,LT,600500,,,,,,,,,,,,false,false
MSD,Moorside,MOORSIDE,-2.352855774,53.51596879,NT,279900,,,,,,,,,,,,false,
MRP,Moorthorpe,MOORTHORPE,-1.304958873,53.59446929,NT,853900,,,,,,,,,,,,false,
MRR,Morar,MORAR,-5.821910524,56.96969552,SR,883300,,,,,,,,,,,,false,false
MRD,Morchard Road,MORCHARD ROAD,-3.776395869,50.83189161,GW,582500,,,,,,,,,,,,false,
MDS,Morden South,MORDENSOUTH,-0.20031,51.39631,TL,529100,,,,,,,,,,,,false,false
MCM,Morecambe,MORECAMBE,-2.869964906,54.07035269,NT,269500,,,,,,,,07:45:00.000,14:45:00.000,,,false,
MTN,Moreton (Dorset),MORETON DORSET,-2.312902315,50.70110851,SW,595700,,,,,,,,,,,,false,false
MRT,Moreton (Merseyside),MORETON MERSEY,-3.113140165,53.40793134,ME,215100,,,,,,,,05:46:00.000,00:10:00.000,07:56:00.000,00:10:00.000,true,
MIM,Moreton-in-Marsh,MORETON IN MARSH,-1.700388972,51.99228415,GW,481400,,,,,,06:30:00.000,13:00:00.000,06:30:00.000,13:00:00.000,,,true,true
MFA,Morfa Mawddach,MORFA MAWDDACH,-4.032181673,52.70714813,AW,447000,,,,,,,,,,,,false,false
MLY,Morley,MORLEY,-1.590971837,53.74994099,NT,850400,,,,,,,,,,,,false,false
MPT,Morpeth,MORPETH,-1.682921137,55.1625058,NT,768000,,,,,,06:30:00.000,17:30:00.000,06:30:00.000,13:00:00.000,,,true,true
MOR,Mortimer,MORTIMER,-1.03550347,51.37207211,GW,550100,,,,,,06:30:00.000,13:00:00.000,07:30:00.000,14:00:00.000,,,true,
MTL,Mortlake,MORTLAKE,-0.266591584,51.46835266,SW,560000,,,,,,06:25:00.000,19:50:00.000,08:30:00.000,19:00:00.000,09:30:00.000,16:00:00.000,true,false
MSS,Moses Gate,MOSES GATE,-2.401192526,53.55599573,NT,260600,,,,,,,,,,,,false,
MOS,Moss Side,MOSS SIDE,-2.943532624,53.76444408,NT,267500,,,,,,,,,,,,false,false
MSL,Mossley (Manchester),MOSSLEY MANCHR,-2.042180876,53.5146843,NT,290300,,,,,,06:45:00.000,14:20:00.000,07:45:00.000,15:00:00.000,,,false,
MSH,Mossley Hill,MOSSLEY HILL,-2.915448411,53.37905641,NT,217100,,,,,,,,05:50:00.000,23:45:00.000,08:30:00.000,23:15:00.000,false,false
MPK,Mosspark,MOSSPARK,-4.347809296,55.84082364,SR,963200,,,,,,,,,,,,false,
MSO,Moston,MOSTON,-2.171907727,53.52265793,NT,297300,,,,,,,,,,,,false,
MTH,Motherwell,MOTHERWELL.,-3.994311557,55.79166603,SR,969100,,,,,,,,06:15:00.000,00:00:00.000,08:10:00.000,23:30:00.000,true,true
MOT,Motspur Park,MOTSPUR PARK,-0.239174525,51.39510266,SW,564500,,,,,,06:30:00.000,13:00:00.000,08:00:00.000,13:00:00.000,09:00:00.000,14:00:00.000,false,false
MTG,Mottingham,MOTTINGHAM,0.050334368,51.4398558,SE,511800,,,,,,06:10:00.000,19:30:00.000,06:40:00.000,19:30:00.000,08:10:00.000,15:40:00.000,true,
DBG,Mottisfont & Dunbridge,DUNBRIDGE,-1.546724812,51.03379277,SW,594400,,,,,,,,,,,,false,false
MLD,Mouldsworth,MOULDSWORTH,-2.732225441,53.23181982,NT,215800,,,,,,,,,,,,false,false
MCB,Moulsecoomb,MOULSECOOMB,-0.118840894,50.84671673,SN,531200,,,,,,06:50:00.000,13:30:00.000,06:50:00.000,13:30:00.000,,,false,false
MFL,Mount Florida,MOUNT FLORIDA,-4.262017463,55.82679274,SR,981900,,,,,,,,08:30:00.000,16:45:00.000,09:10:00.000,16:50:00.000,true,false
MTV,Mount Vernon,MOUNT VERNON,-4.136593827,55.83982986,SR,977900,,,,,,,,,,,,false,false
MTA,Mountain Ash,MOUNTAIN ASH,-3.376355225,51.68132902,AW,385900,,,,,,,,,,,,false,false
MOO,Muir of Ord,MUIR OF ORD,-4.460939805,57.51791206,SR,866500,,,,,,,,,,,,false,false
MUI,Muirend,MUIREND,-4.273834935,55.81040572,SR,960800,,,,,,07:00:00.000,13:40:00.000,07:00:00.000,13:59:00.000,,,false,false
MUB,Musselburgh,MUSSELBURGH,-3.073191904,55.93358441,SR,930400,,,,,,,,,,,,false,false
MYT,Mytholmroyd,MYTHOLMROYD,-1.981432246,53.72902055,NT,852600,,,,,,,,,,,,false,
NFN,Nafferton,NAFFERTON,-0.386978527,54.01169775,NT,810700,,,,,,,,,,,,false,
NLS,Nailsea & Backwell,-,-2.750646299,51.41940681,GW,338900,,,,,,06:30:00.000,09:45:00.000,,,,,false,false
NRN,Nairn,NAIRN,-3.872998212,57.58012963,SR,866600,,,,,,,,08:10:00.000,14:00:00.000,,,true,false
NAN,Nantwich,NANTWICH,-2.519249351,53.06322887,AW,124700,,,,,,,,,,,,false,false
NAR,Narberth,NARBERTH,-4.727212166,51.79937326,AW,409800,,,,,,,,,,,,false,false
NBR,Narborough,NARBOROUGH,-1.203351787,52.57131212,EM,188100,,,,,,06:40:00.000,13:00:00.000,06:40:00.000,13:00:00.000,,,true,
NVR,Navigation Road,NAVIGATION ROAD,-2.343587,53.39546529,NT,294000,,,,,,,,,,,,false,
NTH,Neath,NEATH.,-3.807245183,51.66235974,AW,421600,,,,,,05:30:00.000,18:30:00.000,06:10:00.000,18:45:00.000,09:20:00.000,16:50:00.000,true,true
NMT,Needham Market,NEEDHAM MARKET,1.05527234,52.15260095,LE,735400,,,,,,,,,,,,false,
NEI,Neilston,NEILSTON,-4.426950811,55.78303028,SR,977300,,,,,,,,08:30:00.000,15:30:00.000,09:10:00.000,16:50:00.000,true,false
NEL,Nelson,NELSON,-2.213756609,53.83501859,NT,256500,,,,,,,,,,,,true,
NES,Neston,NESTON,-3.06379,53.29166,AW,213900,,,,,,,,,,,,false,false
NET,Netherfield,NETHERFIELD,-1.07962538,52.96147483,EM,624100,,,,,,,,,,,,false,
NRT,Nethertown,NETHERTOWN,-3.566398862,54.45695431,NT,204700,,,,,,,,,,,,false,false
NTL,Netley,NETLEY,-1.341766118,50.8748526,SW,591100,,,,,,06:10:00.000,10:10:00.000,,,,,false,false
NBA,New Barnet,NEWBARNET,-0.17299,51.64857,GN,601800,,,,,,06:20:00.000,12:45:00.000,08:45:00.000,15:10:00.000,,,false,false
NBC,New Beckenham,NEW BECKENHAM,-0.035267105,51.41677126,SE,505800,,,,,,06:20:00.000,13:00:00.000,07:20:00.000,14:00:00.000,,,false,
NBN,New Brighton,NEW BRIGHTON,-3.049174288,53.43727598,ME,215200,,,,,,,,05:38:00.000,00:28:00.000,07:38:00.000,00:28:00.000,true,
NCE,New Clee,NEW CLEE,-0.05914558,53.57446029,EM,628900,,,,,,,,,,,,false,
NWX,New Cross,NEW CROSS,-0.032995347,51.47635659,SE,515000,,,,,,06:45:00.000,19:15:00.000,06:10:00.000,20:00:00.000,08:30:00.000,20:00:00.000,true,true
NXG,New Cross Gate,NEW CROSS GATE,-0.0403846644,51.475311265,LO,534500,,,,,,05:55:00.000,20:30:00.000,06:10:00.000,20:30:00.000,06:55:00.000,21:10:00.000,false,true
NCK,New Cumnock,NEW CUMNOCK,-4.184335551,55.40272967,SR,953300,,,,,,,,,,,,false,false
NEH,New Eltham,NEW ELTHAM,0.070382648,51.43770471,SE,511900,,,,,,06:40:00.000,20:00:00.000,06:40:00.000,20:00:00.000,08:10:00.000,15:40:00.000,true,true
NHL,New Holland,NEW HOLLAND,-0.360203766,53.70193475,EM,620900,,,,,,,,,,,,false,
NHE,New Hythe,NEW HYTHE,0.454934662,51.3130007,SE,523800,,,,,,,,,,,,false,
NLN,New Lane,NEW LANE,-2.867559911,53.61132045,NT,235800,,,,,,,,,,,,false,
NEM,New Malden,NEW MALDEN,-0.255939507,51.40407643,SW,556700,,,,,,06:30:00.000,19:40:00.000,06:50:00.000,19:45:00.000,09:00:00.000,17:30:00.000,true,false
NMC,New Mills Central,NEW MILLS CTL,-2.00566548,53.36485808,NT,297400,,,,,,06:35:00.000,13:05:00.000,,,,,false,false
NMN,New Mills Newtown,NEW MILLS NEWTN,-2.008519722,53.35964437,NT,276900,,,,,,06:40:00.000,13:10:00.000,,,,,false,false
NWM,New Milton,NEW MILTON,-1.65781268,50.75573929,SW,588100,,,,,,06:10:00.000,18:30:00.000,07:15:00.000,16:00:00.000,08:00:00.000,16:00:00.000,true,false
NPD,New Pudsey,NEW PUDSEY,-1.680789733,53.80449407,NT,850600,,,,,,,,06:00:00.000,19:00:00.000,,,true,
NSG,New Southgate,NEWSOUTHGATE,-0.14303,51.61412,GN,601900,,,,,,06:30:00.000,11:30:00.000,,,,,false,false
NCT,Newark Castle,NEWARK CASTLE,-0.81315172,53.08002714,EM,649800,,,,,,06:00:00.000,14:00:00.000,07:00:00.000,15:00:00.000,,,true,
NNG,Newark Northgate,NEWARK N GATE,-0.800110846,53.08191008,GR,649900,,,,,,05:45:00.000,16:00:00.000,08:00:00.000,16:00:00.000,08:45:00.000,16:00:00.000,true,true
NBE,Newbridge,NBE,-3.14219,51.66569,AW,9919,,,,,,,,,,,,false,false
NBY,Newbury,NEWBURY.,-1.322862459,51.39764427,GW,307400,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,19:00:00.000,08:30:00.000,17:00:00.000,true,true
NRC,Newbury Racecourse,NEWBURY RACECSE,-1.307799999,51.39845548,GW,307100,,,,,,,,,,,,false,false
NCL,Newcastle,NEWCASTLE.,-1.617285496,54.96822056,GR,772800,,,,,,06:00:00.000,19:00:00.000,07:00:00.000,19:00:00.000,07:30:00.000,19:00:00.000,true,true
NCO,Newcourt,NWCOURT,-3.472551,50.7023,GW,9589,,,,,,,,,,,,false,
NEW,Newcraighall,NEWCRAIGHALL,-3.092756701,55.93485014,SR,880800,,,,,,,,,,,,false,
NVH,Newhaven Harbour,NEWHAVEN HARBOUR,0.054998379,50.78978441,SN,533000,,,,,,,,,,,,false,false
NVN,Newhaven Town,NEWHAVEN TOWN,0.054950925,50.79484885,SN,533100,,,,,,06:15:00.000,12:50:00.000,06:15:00.000,12:50:00.000,,,true,false
NGT,Newington,NEWINGTON,0.668581912,51.35334004,SE,517500,,,,,,,,,,,,false,
NMK,Newmarket,NEWMARKET.,0.406217482,52.23795928,LE,703800,,,,,,,,,,,,false,
NWE,Newport (Essex),NEWPORT ESSEX,0.215142617,51.97987781,LE,703900,,,,,,06:00:00.000,09:10:00.000,,,,,false,
NWP,Newport (South Wales),NWP,-2.998648615,51.58974436,AW,3674,,,,,,05:45:00.000,20:00:00.000,06:30:00.000,20:30:00.000,08:00:00.000,19:45:00.000,true,true
NQY,Newquay,NEWQUAY,-5.075708631,50.41508811,GW,352300,,,,,,,,,,,,false,
NWH,Newsham,NEWSHAM,-1.5243134205643738,55.10327921001849,NT,766800,,,,,,,,,,,,false,false
NSD,Newstead,NEWSTEAD,-1.22235722,53.07171822,EM,186300,,,,,,,,,,,,false,
NTN,Newton (Lanark),NEWTON LANARK,-4.133044742,55.81877088,SR,977400,,,,,,,,07:45:00.000,17:30:00.000,09:10:00.000,16:50:00.000,true,false
NTA,Newton Abbot,NEWTON ABBOT,-3.599193375,50.52956986,GW,342600,,,,,,06:00:00.000,19:10:00.000,06:30:00.000,17:50:00.000,08:45:00.000,18:10:00.000,true,true
NAY,Newton Aycliffe,NEWTON AYCLIFFE,-1.589650446,54.61370904,NT,783400,,,,,,,,,,,,false,false
NWN,Newton for Hyde,NEWTON FOR HYDE,-2.066972742,53.45670495,NT,278900,,,,,,06:30:00.000,13:30:00.000,07:10:00.000,14:15:00.000,,,false,
NTC,Newton St Cyres,NEWTON ST CYRES,-3.589414088,50.77891926,GW,582800,,,,,,,,,,,,false,false
NLW,Newton-le-Willows,NEWTON LE WILL,-2.613594198,53.45307176,NT,225700,,,,,,,,06:00:00.000,23:55:00.000,08:30:00.000,00:00:00.000,true,
NOA,Newton-on-Ayr,NEWTON ON AYR,-4.625817279,55.47404673,SR,957100,,,,,,,,,,,,false,false
NEG,Newtongrange,NWTGRNG,-3.0685446,55.864925,SR,692900,,,,,,,,,,,,false,
NWR,Newtonmore,NEWTONMORE,-4.119103389,57.05912906,SR,866800,,,,,,,,,,,,false,false
NWT,Newtown (Powys),NEWTOWN POWYS,-3.311399078,52.51232684,AW,442600,,,,,,,,,,,,false,false
NNP,Ninian Park,NINIAN PARK,-3.201411567,51.47644072,AW,389500,,,,,,,,,,,,false,false
NIT,Nitshill,NITSHILL,-4.359954594,55.81191946,SR,960900,,,,,,,,,,,,false,false
NBT,Norbiton,NORBITON,-0.28409246,51.41249564,SW,556800,,,,,,06:40:00.000,20:25:00.000,07:10:00.000,20:25:00.000,09:10:00.000,16:40:00.000,true,false
NRB,Norbury,NORBURY,-0.121922189,51.41144749,SN,542800,,,,,,06:15:00.000,20:00:00.000,06:40:00.000,21:00:00.000,08:15:00.000,17:45:00.000,true,true
NSB,Normans Bay,NORMANS BAY,0.389476518,50.82609675,SN,546000,,,,,,,,,,,,false,false
NOR,Normanton,NORMANTON,-1.423491413,53.69990584,NT,852800,,,,,,,,,,,,false,
NBW,North Berwick,NORTH BERWICK,-2.730738187,56.0570324,SR,935800,,,,,,,,,,,,false,
NCM,North Camp,NORTH CAMP,-0.731198355,51.27579399,GW,563600,,,,,,06:30:00.000,13:00:00.000,07:15:00.000,13:45:00.000,,,false,false
NDL,North Dulwich,NORTH DULWICH,-0.087912394,51.45451316,SN,542900,,,,,,,,08:00:00.000,16:00:00.000,08:00:00.000,16:00:00.000,true,false
NFA,North Fambridge,FAMBRIDGE,0.681672508,51.64859041,LE,687500,,,,,,,,,,,,false,
NLR,North Llanrwst,NORTH LLANRWST,-3.802744992,53.14384493,AW,245500,,,,,,,,,,,,false,false
NQU,North Queensferry,NORTH QUEENSFY,-3.394583946,56.01248816,SR,918900,,,,,,,,,,,,false,false
NRD,North Road (Darlington),NORTH ROAD,-1.553954408,54.53620358,NT,789500,,,,,,,,,,,,false,
NSH,North Sheen,NORTH SHEEN,-0.286427277,51.46540691,SW,560100,,,,,,06:45:00.000,10:30:00.000,,,,,false,false
NWA,North Walsham,NORTH WALSHAM,1.384466116,52.81691581,LE,730800,,,,,,,,,,,,false,
NWB,North Wembley,NORTH WEMBLEY,-0.3039843835,51.5626022528,LT,142200,,,,,,,,,,,,false,
NTR,Northallerton,NORTHALLERTON,-1.441275691,54.3330789,TP,799600,,,,,,05:30:00.000,18:30:00.000,05:30:00.000,18:30:00.000,09:00:00.000,18:30:00.000,true,true
NMP,Northampton,NORTHAMPTON.,-0.906652319,52.23750925,LN,106900,,,,,,06:00:00.000,19:00:00.000,06:00:00.000,19:00:00.000,07:00:00.000,20:00:00.000,true,true
NFD,Northfield,NORTHFIELD.,-1.965850518,52.40819871,WM,111100,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,21:00:00.000,09:20:00.000,16:00:00.000,true,
NFL,Northfleet,NORTHFLEET,0.3243358,51.44584818,SE,512000,,,,,,06:10:00.000,10:10:00.000,,,,,false,
NLT,Northolt Park,NORTHOLT PARK,-0.359421311,51.55763535,CH,147800,,,,,,,,,,,,false,false
NUM,Northumberland Park (London),NORTHUMBERLAND P,-0.05357565,51.60170041,LE,697100,,,,,,,,,,,,false,
NOP,Northumberland Park (Tyne & Wear),NBRLNDPRK,-1.519911289215088,55.033088987691116,NT,923400,,,,,,,,,,,,false,false
NWI,Northwich,NORTHWICH,-2.496926038,53.26146564,NT,232600,,,,,,06:15:00.000,13:15:00.000,07:15:00.000,14:15:00.000,,,false,
NRW,Norwich,NORWICH.,1.306828331,52.62717818,LE,730900,,,,,,04:45:00.000,20:45:00.000,04:45:00.000,20:45:00.000,06:45:00.000,20:45:00.000,true,true
NWD,Norwood Junction,NORWOOD JUNCTION,-0.0752164235,51.397020224,LO,537600,,,,,,05:55:00.000,20:20:00.000,06:20:00.000,20:20:00.000,07:40:00.000,19:15:00.000,true,false
NOT,Nottingham,NOTTINGHAM.,-1.14688808,52.94717947,EM,182600,,,,,,05:00:00.000,22:00:00.000,05:00:00.000,22:00:00.000,07:15:00.000,22:20:00.000,true,true
NUN,Nuneaton,NUNEATON.,-1.463873901,52.52638876,LN,107700,,,,,,06:00:00.000,20:00:00.000,06:00:00.000,20:00:00.000,09:00:00.000,21:00:00.000,true,true
NHD,Nunhead,NUNHEAD,-0.052692347,51.46697308,TL,506800,,,,,,06:10:00.000,19:30:00.000,08:10:00.000,14:50:00.000,,,false,false
NNT,Nunthorpe,NUNTHORPE,-1.169442639,54.52788343,NT,794600,,,,,,,,,,,,false,
NUT,Nutbourne,NUTBOURNE,-0.882951949,50.8460569,SN,526200,,,,,,,,,,,,false,false
NUF,Nutfield,NUTFIELD,-0.133758333,51.22686567,SN,547600,,,,,,,,,,,,false,false
OKN,Oakengates,OAKENGATES,-2.45019074,52.69341403,WM,468900,,,,,,,,,,,,false,
OKM,Oakham,OAKHAM,-0.73416278,52.67223558,EM,190400,,,,,,06:30:00.000,14:15:00.000,07:30:00.000,13:45:00.000,,,false,
OKL,Oakleigh Park,OAKLEIGHPARK,-0.16621,51.63769,GN,602000,,,,,,06:30:00.000,12:55:00.000,08:30:00.000,14:30:00.000,,,false,false
OBN,Oban,OBAN,-5.473920404,56.41246429,SR,872500,,,,,,,,05:00:00.000,20:30:00.000,10:45:00.000,18:11:00.000,true,true
OCK,Ockendon,OCKENDON,0.2904709275,51.5219961849,CC,745100,,,,,,06:30:00.000,11:05:00.000,08:55:00.000,13:30:00.000,,,true,
OLY,Ockley,OCKLEY,-0.336003059,51.15150662,SN,531000,,,,,,,,,,,,false,false
OKE,Okehampton,OKE,-3.995299,50.737521,GW,578600,,,,,,,,,,,,true,
OHL,Old Hill,OLD HILL.,-2.056191934,52.47094242,WM,464100,,,,,,07:00:00.000,11:00:00.000,09:00:00.000,16:00:00.000,,,false,
ORN,Old Roan,OLD ROAN,-2.951077083,53.48690801,ME,225800,,,,,,,,05:48:00.000,00:13:00.000,08:13:00.000,00:13:00.000,true,
OLD,Old Street,OLD STREET.,-0.0885295811,51.5258365574,LT,600300,,,,,,,,,,,,false,
OLF,Oldfield Park,OLDFIELD PARK,-2.3802945,51.37920116,GW,321900,,,,,,06:45:00.000,09:40:00.000,,,,,false,false
OLT,Olton,OLTON.,-1.804318398,52.43851888,WM,453300,,,,,,,,08:00:00.000,20:00:00.000,11:00:00.000,13:00:00.000,false,
ORE,Ore,ORE,0.591574525,50.86694236,SN,502100,,,,,,,,,,,,false,false
OMS,Ormskirk,ORMSKIRK,-2.88179342,53.56896888,ME,228100,,,,,,,,05:35:00.000,00:27:00.000,08:05:00.000,00:27:00.000,true,
ORP,Orpington,ORPINGTON,0.089038526,51.37352201,SE,512200,,,,,,06:05:00.000,21:00:00.000,06:05:00.000,21:00:00.000,06:45:00.000,21:00:00.000,true,true
ORR,Orrell,ORRELL.,-2.70929685,53.52993615,NT,225900,,,,,,,,,,,,false,false
OPK,Orrell Park,ORRELL PARK,-2.963321542,53.46191022,ME,224700,,,,,,05:47:00.000,00:09:00.000,05:47:00.000,00:09:00.000,08:08:00.000,00:08:00.000,true,
OTF,Otford,OTFORD,0.196790978,51.31315635,SE,507100,,,,,,06:10:00.000,12:50:00.000,06:10:00.000,12:50:00.000,08:10:00.000,15:40:00.000,true,
OUN,Oulton Broad North,OULTON BROAD N,1.715729717,52.47777986,LE,727300,,,,,,,,,,,,false,
OUS,Oulton Broad South,OULTON BROAD S,1.707982367,52.46974778,LE,727400,,,,,,,,,,,,false,
OUT,Outwood,OUTWOOD.,-1.509941857,53.71503172,NT,830900,,,,,,,,,,,,false,
OVE,Overpool,OVERPOOL,-2.924818617,53.28414758,ME,215700,,,,,,,,,,,,false,
OVR,Overton,OVERTON,-1.260016842,51.25405532,SW,552600,,,,,,07:00:00.000,09:20:00.000,,,,,false,false
OXN,Oxenholme Lake District,OXENHOLME LAKE D,-2.722253183,54.30524797,VT,209000,,,,,,05:45:00.000,19:00:00.000,05:45:00.000,19:00:00.000,10:45:00.000,20:15:00.000,true,true
OXF,Oxford,OXFORD.,-1.270151173,51.75350075,GW,311500,,,,,,06:00:00.000,20:00:00.000,07:30:00.000,20:00:00.000,08:00:00.000,19:00:00.000,true,true
OXP,Oxford Parkway,OXFORD PARKWAY,-1.274979798469263,51.80355006506105,CH,3121,,,,,,05:30:00.000,20:00:00.000,06:00:00.000,19:00:00.000,08:00:00.000,17:00:00.000,true,
OXS,Oxshott,OXSHOTT,-0.362408246,51.33639577,SW,560200,,,,,,06:10:00.000,13:05:00.000,08:00:00.000,14:00:00.000,,,,false
OXT,Oxted,OXTED,-0.004812996,51.25790506,SN,537700,,,,,,05:50:00.000,20:20:00.000,06:40:00.000,20:20:00.000,08:00:00.000,16:15:00.000,true,true
PDW,Paddock Wood,PADDOCK WOOD,0.389165396,51.18226074,SE,522400,,,,,,06:00:00.000,19:00:00.000,08:00:00.000,14:30:00.000,08:10:00.000,14:30:00.000,true,true
PDG,Padgate,PADGATE,-2.556805552,53.40580767,NT,238700,,,,,,,,,,,,false,false
PGN,Paignton,PAIGNTON,-3.564338773,50.43470781,GW,342700,,,,,,06:55:00.000,18:00:00.000,07:30:00.000,16:55:00.000,09:40:00.000,16:40:00.000,true,true
PCN,Paisley Canal,PAISLEY CANAL,-4.423795846,55.84006858,SR,965700,,,,,,,,,,,,false,
PYG,Paisley Gilmour Street,PAISLEY GIL ST,-4.424503877,55.84733502,SR,968300,,,,,,05:55:00.000,23:10:00.000,05:55:00.000,23:10:00.000,07:25:00.000,23:05:00.000,true,true
PYJ,Paisley St James,PAISLEY ST JAMES,-4.442440916,55.85210338,SR,966400,,,,,,,,,,,,false,false
PAL,Palmers Green,PALMERS GREEN,-0.11034,51.61882,GN,602100,,,,,,06:50:00.000,18:30:00.000,07:25:00.000,13:50:00.000,,,false,false
PAN,Pangbourne,PANGBOURNE,-1.090464668,51.4853982,GW,303600,,,,,,06:20:00.000,12:50:00.000,07:00:00.000,13:30:00.000,,,true,false
PNL,Pannal,PANNAL,-1.533459179,53.95833848,NT,847900,,,,,,,,,,,,false,
PTF,Pantyffynnon,PANTYFFYNNON,-3.9975,51.77867,AW,425000,,,,,,,,,,,,false,false
PAR,Par,PAR,-4.704719639,50.35531723,GW,352400,,,,,,07:00:00.000,14:30:00.000,08:00:00.000,14:30:00.000,,,true,true
PBL,Parbold,PARBOLD,-2.770600227,53.59095037,NT,240200,,,,,,06:45:00.000,13:00:00.000,,,,,true,
PKT,Park Street,PARK STREET,-0.340277192,51.72546034,LN,156100,,,,,,,,,,,,false,
