CRS Code,Station Name,Sixteen Character Name,Longitude,Latitude,Station Operator,National Location Code,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Ticket Office Mon-Fri Start,Ticket Office Mon-Fri End,Ticket Office Sat Start,Ticket Office Sat End,Ticket Office Sun Start,Ticket Office Sun End,Toilets Available,Wheelchairs Available
LED,Ledbury,LEDBURY,-2.424982138,52.04494532,WM,478400,,,,,,06:30:00.000,12:00:00.000,07:00:00.000,12:00:00.000,,,false,
LEE,Lee (London),LEE (LONDON),0.013345094,51.44949014,SE,511000,,,,,,06:10:00.000,19:30:00.000,07:30:00.000,14:20:00.000,08:10:00.000,15:40:00.000,true,
LDS,Leeds,LEEDS.,-1.547435079,53.79489697,NR,848700,,,,,,,,04:45:00.000,23:59:00.000,06:45:00.000,22:30:00.000,true,true
LEI,Leicester,LEICESTER.,-1.125278584,52.63144566,EM,194700,,,,,,05:20:00.000,22:30:00.000,05:20:00.000,22:30:00.000,07:15:00.000,22:30:00.000,true,true
LIH,Leigh (Kent),LEIGH (KENT),0.210506799,51.19389559,SN,529400,,,,,,,,,,,,false,false
LES,Leigh-on-Sea,LEIGH ON SEA.,0.6404283175,51.5413668098,CC,744600,,,,,,05:15:00.000,20:00:00.000,06:15:00.000,20:00:00.000,07:15:00.000,19:30:00.000,true,
LBZ,Leighton Buzzard,LEIGHTON BUZZARD,-0.677001817,51.91631391,LN,137300,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,20:00:00.000,08:00:00.000,18:00:00.000,true,true
LEL,Lelant,LELANT,-5.436611903,50.18411125,GW,353900,,,,,,,,,,,,false,
LTS,Lelant Saltings,LELANT SALTINGS,-5.441449302,50.1792896,GW,349800,,,,,,,,,,,,false,false
LEN,Lenham,LENHAM,0.70777074,51.234481,SE,511100,,,,,,06:20:00.000,13:00:00.000,06:20:00.000,13:00:00.000,,,false,
LNZ,Lenzie,LENZIE.,-4.1538798,55.92130529,SR,995500,,,,,,06:45:00.000,22:00:00.000,06:45:00.000,22:00:00.000,,,true,false
LEO,Leominster,LEO,-2.73123,52.2259,AW,3620,,,,,,07:00:00.000,13:30:00.000,,,,,false,false
LET,Letchworth Garden City,LETCHWORTHGC,-0.22926,51.97997,GN,608900,,,,,,06:10:00.000,20:00:00.000,07:00:00.000,20:00:00.000,09:00:00.000,17:10:00.000,true,true
LEU,Leuchars (for St. Andrews),LEUCHARS,-2.89371168,56.37509038,SR,918800,,,,,,,,06:20:00.000,18:00:00.000,10:10:00.000,14:40:00.000,true,
LEV,Leven,LEVEN,-3.001989,56.192299,SR,044200,,,,,,,,,,,,false,false
LVM,Levenshulme,LEVENSHULME,-2.192670025,53.44443357,NT,286200,,,,,,,,06:20:00.000,19:35:00.000,09:00:00.000,16:30:00.000,false,
LWS,Lewes,LEWES,0.011335211,50.87062711,SN,532900,,,,,,06:30:00.000,20:45:00.000,06:30:00.000,20:20:00.000,07:30:00.000,19:15:00.000,true,true
LEW,Lewisham,LEWISHAM,-0.014017114,51.46569471,SE,505100,,,,,,06:10:00.000,20:50:00.000,06:10:00.000,20:20:00.000,07:10:00.000,20:50:00.000,true,true
LEY,Leyland,LEYLAND,-2.687141641,53.69886394,NT,271000,,,,,,,,06:40:00.000,17:45:00.000,08:10:00.000,15:45:00.000,false,true
LEM,Leyton Midland Road,LEYTON MID RD,-0.0070488322,51.5693546712,LO,740200,,,,,,,,,,,,false,false
LER,Leytonstone High Road,LEYTONSTONE H RD,0.0082906756,51.5637872962,LO,740300,,,,,,,,,,,,false,
LIC,Lichfield City,LICHFIELD CITY,-1.825427009,52.68038568,WM,117700,,,,,,,,07:00:00.000,20:00:00.000,09:00:00.000,19:00:00.000,true,
LTV,Lichfield Trent Valley,LICHFIELD T V,-1.800236348,52.68690855,WM,129100,,,,,,06:00:00.000,19:00:00.000,07:00:00.000,16:00:00.000,,,true,
LID,Lidlington,LIDLINGTON,-0.558918711,52.04154787,LN,157900,,,,,,,,,,,,false,
LHS,Limehouse,LIMEHOUSE LTS,-0.0393527349,51.512794432,CC,749100,,,,,,06:50:00.000,10:35:00.000,08:45:00.000,12:45:00.000,,,false,
LCN,Lincoln,LINCOLN.,-0.539919855,53.22610544,EM,634000,,,,,,04:45:00.000,19:30:00.000,05:00:00.000,19:30:00.000,08:15:00.000,00:00:00.000,true,true
LFD,Lingfield,LINGFIELD,-0.007158941,51.17644755,SN,536900,,,,,,06:20:00.000,19:35:00.000,07:30:00.000,14:05:00.000,08:10:00.000,16:25:00.000,true,false
LGD,Lingwood,LINGWOOD,1.489863333,52.62223679,LE,730500,,,,,,,,,,,,false,
LIN,Linlithgow,LINLITHGOW,-3.595841381,55.97643947,SR,943800,,,,,,06:00:00.000,19:30:00.000,07:00:00.000,18:00:00.000,08:15:00.000,19:00:00.000,true,true
LIP,Liphook,LIPHOOK,-0.800231253,51.07130974,SW,563400,,,,,,06:20:00.000,17:35:00.000,07:45:00.000,14:00:00.000,10:00:00.000,13:00:00.000,true,false
LSK,Liskeard,LISKEARD,-4.467498917,50.44684832,GW,357300,,,,,,07:00:00.000,18:00:00.000,08:00:00.000,18:00:00.000,09:15:00.000,16:45:00.000,true,true
LIS,Liss,LISS,-0.892872687,51.04356403,SW,563500,,,,,,06:20:00.000,12:00:00.000,08:00:00.000,12:00:00.000,,,true,false
LVT,Lisvane & Thornhill,-,-3.185611182,51.54457308,AW,385300,,,,,,,,,,,,false,false
LTK,Little Kimble,LITTLE KIMBLE,-0.808458,51.752274,CH,306600,,,,,,,,,,,,false,
LTT,Little Sutton,LITTLE SUTTON,-2.943299129,53.28553102,ME,215600,,,,,,,,,,,,false,
LTL,Littleborough,LITTLEBOROUGH,-2.094646493,53.64301072,NT,266100,,,,,,06:45:00.000,13:15:00.000,07:45:00.000,14:15:00.000,,,false,
LIT,Littlehampton,LITTLEHAMPTON,-0.545991819,50.81010344,SN,526000,,,,,,05:50:00.000,19:15:00.000,06:30:00.000,19:55:00.000,08:10:00.000,19:45:00.000,true,true
LVN,Littlehaven,LITTLEHAVEN,-0.307969555,51.0797438,SN,549800,,,,,,,,,,,,false,false
LTP,Littleport,LITTLEPORT,0.316567,52.4624,GN,707200,,,,,,,,,,,,false,false
LVC,Liverpool Central,LIVERPOOL CTL,-2.979159936,53.40461053,ME,224200,,,,,,,,05:25:00.000,00:16:00.000,07:45:00.000,00:16:00.000,false,true
LVJ,Liverpool James Street,JAMES ST LIVERPL,-2.991964872,53.40477452,ME,224400,,,,,,,,,,,,true,
LIV,Liverpool Lime Street,LIVERPOOL L ST,-2.977732837,53.40731898,NR,224600,,,,,,05:00:00.000,23:38:00.000,05:00:00.000,23:38:00.000,07:15:00.000,23:05:00.000,true,true
LPY,Liverpool South Parkway,LPY,-2.889294039,53.35758121,ME,970900,,,,,,05:51:00.000,00:16:00.000,05:51:00.000,00:16:00.000,07:51:00.000,00:16:00.000,true,true
LSN,Livingston North,LIVINGSTON NORTH,-3.544339538,55.90137746,SR,937100,,,,,,,,,,,,false,false
LVG,Livingston South,LIVINGSTON SOUTH,-3.501556828,55.87168588,SR,937200,,,,,,,,,,,,false,false
LLA,Llanaber,LLANABER,-4.07718901,52.74152431,AW,432700,,,,,,,,,,,,false,false
LBR,Llanbedr,LLANBEDR,-4.110210769,52.8208656,AW,435600,,,,,,,,,,,,false,false
LLT,Llanbister Road,LLT,-3.213426306,52.33643285,AW,4226,,,,,,,,,,,,false,false
LNB,Llanbradach,LLANBRADACH,-3.233057973,51.60325188,AW,401800,,,,,,,,,,,,false,
LLN,Llandaf,LLANDAF,-3.228913858,51.5085276,AW,384400,,,,,,06:00:00.000,12:40:00.000,08:00:00.000,14:40:00.000,,,false,
LDN,Llandanwg,LLANDANWG,-4.123870362,52.83617691,AW,446000,,,,,,,,,,,,false,false
LLC,Llandecwyn,LLANDECWYN,-4.057045956,52.92070224,AW,433400,,,,,,,,,,,,false,false
LLL,Llandeilo,LLANDEILO,-3.986919994,51.8853498,AW,424800,,,,,,,,,,,,false,false
LLV,Llandovery,LLANDOVERY,-3.802853279,51.99532071,AW,405900,,,,,,,,,,,,false,false
LLO,Llandrindod,LLO,-3.379148724,52.2423651,AW,4227,,,,,,08:00:00.000,15:00:00.000,,,,,false,false
LLD,Llandudno,LLANDUDNO.,-3.827018135,53.32093562,AW,248400,,,,,,08:30:00.000,15:00:00.000,09:00:00.000,16:00:00.000,10:10:00.000,17:00:00.000,true,false
LLJ,Llandudno Junction,LLANDUDNO JN,-3.809118503,53.2839619,AW,248500,,,,,,05:25:00.000,18:25:00.000,06:10:00.000,19:00:00.000,11:00:00.000,18:30:00.000,true,true
LLI,Llandybie,LLANDYBIE,-3.99172,51.83087,AW,424700,,,,,,,,,,,,false,false
LLE,Llanelli,LLANELLI,-4.161325167,51.67386671,AW,413300,,,,,,06:10:00.000,12:40:00.000,07:00:00.000,13:30:00.000,,,true,false
LLF,Llanfairfechan,LLANFAIRFECHAN,-3.98320943,53.25730522,AW,248800,,,,,,,,,,,,false,false
LPG,Llanfairpwll,LLANFAIRPWLL,-4.209228885,53.22096236,AW,246700,,,,,,,,,,,,false,false
LLG,Llangadog,LLANGADOG,-3.893174289,51.9402199,AW,406000,,,,,,,,,,,,false,false
LLM,Llangammarch,LLM,-3.554833328,52.11430955,AW,4162,,,,,,,,,,,,false,false
LLH,Llangennech,LLANGENNECH,-4.078948655,51.69113653,AW,413800,,,,,,,,,,,,false,false
LGO,Llangynllo,LGO,-3.161373191,52.34963317,AW,4207,,,,,,,,,,,,false,false
LLR,Llanharan,Llanharan,-3.440795127,51.53758926,AW,992500,,,,,,,,,,,,false,false
LTH,Llanhilleth,LTH,-3.13455,51.70012,AW,9916,,,,,,,,,,,,false,false
LLS,Llanishen,LLANISHEN,-3.18198768,51.53274008,AW,384700,,,,,,,,,,,,false,false
LWR,Llanrwst,LLANRWST,-3.7946,53.13904,AW,245700,,,,,,,,,,,,false,false
LAS,Llansamlet,LLANSAMLET,-3.88471363,51.66150151,AW,422300,,,,,,,,,,,,false,false
LWM,Llantwit Major,LLANTWIT MAJOR,-3.481635835,51.40974773,AW,969900,,,,,,,,,,,,false,false
LNR,Llanwrda,LLANWRDA,-3.871700406,51.96259418,AW,406100,,,,,,,,,,,,false,false
LNW,Llanwrtyd,LNW,-3.632182357,52.10472191,AW,4163,,,,,,,,,,,,false,false
LLW,Llwyngwril,LLWYNGWRIL,-4.08769294,52.66680067,AW,442100,,,,,,,,,,,,false,false
LLY,Llwynypia,LLWYNYPIA,-3.453529864,51.63399985,AW,385200,,,,,,,,,,,,false,false
LHA,Loch Awe,LOCH AWE,-5.041969116,56.40200122,SR,871200,,,,,,,,,,,,false,false
LHE,Loch Eil Outward Bound,LOCH EIL OUT BND,-5.191569775,56.85524832,SR,884600,,,,,,,,,,,,false,false
LCL,Lochailort,LOCHAILORT,-5.663384877,56.88094612,SR,882900,,,,,,,,,,,,false,false
LCS,Locheilside,LOCHEILSIDE,-5.290032463,56.8553877,SR,883000,,,,,,,,,,,,false,false
LCG,Lochgelly,LOCHGELLY,-3.312935958,56.13532052,SR,915600,,,,,,,,,,,,false,false
LCC,Lochluichart,LOCHLUICHART,-4.809599793,57.62117076,SR,866000,,,,,,,,,,,,false,false
LHW,Lochwinnoch,LOCHWINNOCH,-4.616062634,55.78714041,SR,965500,,,,,,,,,,,,false,false
LOC,Lockerbie,LOCKERBIE,-3.353538081,55.12305093,SR,961400,,,,,,07:00:00.000,20:20:00.000,07:00:00.000,20:20:00.000,10:10:00.000,17:50:00.000,true,true
LCK,Lockwood,LOCKWOOD,-1.800642023,53.63461276,NT,844300,,,,,,,,,,,,false,
BFR,London Blackfriars,LONDONBLKFRIARS,-0.10333,51.51181,TL,511200,,,,,,07:15:00.000,20:30:00.000,07:15:00.000,20:00:00.000,08:00:00.000,16:00:00.000,true,true
LBG,London Bridge,LONDON BRIDGE,-0.085060385,51.50509647,NR,514800,,,,,,04:45:00.000,01:00:00.000,04:45:00.000,01:00:00.000,05:25:00.000,01:00:00.000,true,true
CST,London Cannon Street,LONDON CANNON ST,-0.090609398,51.51058265,NR,514200,,,,,,07:15:00.000,19:40:00.000,,,,,true,true
CHX,London Charing Cross,LONDON CHARING X,-0.124105728,51.50768803,NR,514300,,,,,,,,,,,,true,true
EUS,London Euston,LONDON EUSTON,-0.134558479,51.52837626,NR,144400,,,,,,06:00:00.000,22:30:00.000,06:00:00.000,22:00:00.000,07:00:00.000,22:30:00.000,true,true
FST,London Fenchurch Street,LONDON FENCH ST,-0.078591579,51.51157341,CC,749000,,,,,,06:15:00.000,20:30:00.000,06:45:00.000,19:30:00.000,08:30:00.000,17:00:00.000,true,true
LOF,London Fields,LONDON FIELDS,-0.0577468217,51.5411581907,LO,696600,,,,,,,,,,,,false,true
KGX,London Kings Cross,LONDON KINGS X,-0.122921342,51.53088842,NR,612100,,,,,,06:00:00.000,22:00:00.000,06:00:00.000,22:00:00.000,07:45:00.000,22:00:00.000,true,true
LST,London Liverpool Street,LONDON LIVRPL ST,-0.081995697,51.51802304,NR,696500,,,,,,,,03:40:00.000,01:00:00.000,,,true,true
MYB,London Marylebone,LONDON MARYLEBNE,-0.16265142491856954,51.5225334244457,CH,147500,,,,,,,,06:30:00.000,22:10:00.000,07:30:00.000,21:40:00.000,true,
PAD,London Paddington,LONDON PADDINGTN,-0.176844743,51.51645141,NR,308700,,,,,,,,06:10:00.000,22:15:00.000,07:00:00.000,22:15:00.000,true,true
LRB,London Road (Brighton),LONDON RD BRGHTN,-0.136501977,50.83665742,SN,528100,,,,,,06:55:00.000,13:30:00.000,06:55:00.000,13:30:00.000,,,false,false
LRD,London Road (Guildford),LONDON RD GUILFD,-0.565064166,51.24064745,SW,563200,,,,,,06:30:00.000,13:00:00.000,09:00:00.000,14:00:00.000,,,true,false
SPX,London St Pancras (Eurostar),St Pancras Intl,-0.12603,51.53242,ES,154000,,,,,,04:30:00.000,21:30:00.000,05:30:00.000,21:00:00.000,06:30:00.000,21:00:00.000,true,true
STP,London St Pancras International,St Pancras Dom,-0.125527439,51.53062434,NR,155500,,,,,,05:45:00.000,23:15:00.000,06:00:00.000,23:15:00.000,07:15:00.000,23:15:00.000,true,true
VIC,London Victoria,LONDON VICTORIA,-0.144540593,51.49526139,NR,542600,,,,,,,,,,,,true,true
WAT,London Waterloo,LONDON WATERLOO,-0.113897,51.503507,NR,559800,,,,,,05:30:00.000,23:15:00.000,05:30:00.000,23:15:00.000,06:30:00.000,22:30:00.000,true,true
WAE,London Waterloo East,LONDON WATRLOO E,-0.108893287,51.50408038,SE,515800,,,,,,,,,,,,true,true
LBK,Long Buckby,LONG BUCKBY,-1.08647082,52.29472704,LN,106700,,,,,,06:15:00.000,11:00:00.000,,,,,false,
LGE,Long Eaton,LONG EATON.,-1.288104264,52.88514513,EM,182900,,,,,,06:05:00.000,17:30:00.000,06:05:00.000,17:30:00.000,08:45:00.000,16:05:00.000,false,
LPR,Long Preston,LONG PRESTON,-2.255589281,54.01684584,NT,265700,,,,,,,,,,,,false,
LGK,Longbeck,LONGBECK,-1.030941986,54.58922624,NT,797800,,,,,,,,,,,,false,
LOB,Longbridge,LONGBRIDGE.,-1.981291124,52.39642483,WM,111000,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,20:00:00.000,09:30:00.000,15:00:00.000,true,
LNG,Longcross,LONGCROSS,-0.594565138,51.38517473,SW,567400,,,,,,,,,,,,false,false
LGF,Longfield,LONGFIELD,0.300379852,51.39615545,SE,511400,,,,,,06:15:00.000,19:30:00.000,07:15:00.000,13:30:00.000,08:15:00.000,13:00:00.000,true,
LND,Longniddry,LONGNIDDRY,-2.888344638,55.9764786,SR,935400,,,,,,,,,,,,false,false
LPT,Longport,LONGPORT,-2.216225493,53.04169194,EM,130500,,,,,,,,,,,,false,
LGN,Longton,LONGTON,-2.137010067,52.989671,EM,130600,,,,,,,,,,,,false,
LOO,Looe,LOOE,-4.456201102,50.3592157,GW,357400,,,,,,,,,,,,false,
LOT,Lostock,LOSTOCK.,-2.493775435,53.57299748,NT,259800,,,,,,,,06:20:00.000,19:35:00.000,,,false,
LTG,Lostock Gralam,LOSTOCK GRALAM,-2.465211107,53.26767922,NT,230700,,,,,,,,,,,,false,false
LOH,Lostock Hall,LOSTOCK HALL,-2.687094284,53.72385234,NT,268900,,,,,,,,,,,,false,false
LOS,Lostwithiel,LOSTWITHIEL,-4.665464131,50.40749717,GW,351700,,,,,,,,,,,,false,
LBO,Loughborough,LOUGHBOROUGH.,-1.195932923,52.77897038,EM,189700,,,,,,06:00:00.000,19:00:00.000,06:00:00.000,19:00:00.000,08:15:00.000,21:00:00.000,true,true
LGJ,Loughborough Junction,LOUGHBOROUGHJN,-0.10252,51.46671,TL,508200,,,,,,06:10:00.000,12:50:00.000,06:10:00.000,22:15:00.000,09:10:00.000,18:40:00.000,false,false
LMR,Low Moor,LowMoor,-1.7528767,53.7500232,NT,841600,,,,,,,,,,,,false,
LOW,Lowdham,LOWDHAM,-0.997582237,53.00692902,EM,620200,,,,,,,,,,,,false,
LSY,Lower Sydenham,LOWER SYDENHAM,-0.033338978,51.42483262,SE,505300,,,,,,06:20:00.000,13:00:00.000,07:20:00.000,14:00:00.000,,,false,
LWT,Lowestoft,LOWESTOFT.,1.749727847,52.47445691,LE,726800,,,,,,06:40:00.000,17:05:00.000,06:40:00.000,17:05:00.000,08:00:00.000,16:15:00.000,true,true
LUD,Ludlow,LUD,-2.71622,52.37118,AW,3635,,,,,,06:45:00.000,16:45:00.000,06:45:00.000,12:45:00.000,,,false,false
LUT,Luton,LUTON,-0.41404,51.88231,TL,153600,,,,,,05:45:00.000,21:45:00.000,05:45:00.000,22:00:00.000,06:45:00.000,21:45:00.000,true,true
LTN,Luton Airport Parkway,LUTONAIRPORTPW,-0.3962,51.87286,TL,364500,,,,,,06:00:00.000,00:30:00.000,06:30:00.000,00:00:00.000,07:30:00.000,00:00:00.000,true,true
LUX,Luxulyan,LUXULYAN,-4.74751507,50.39029491,GW,351800,,,,,,,,,,,,false,false
LYD,Lydney,LYD,-2.531163478,51.7146265,AW,4826,,,,,,,,,,,,false,false
LYE,Lye (West Midlands),LYE WEST MIDLAND,-2.115932275,52.45993087,WM,464000,,,,,,,,,,,,false,
LYP,Lymington Pier,LYMINGTON PIER,-1.529457537,50.75828671,SW,589200,,,,,,,,,,,,false,false
LYT,Lymington Town,LYMINGTON TOWN,-1.537172813,50.76089855,SW,588700,,,,,,06:00:00.000,13:15:00.000,09:00:00.000,14:00:00.000,10:00:00.000,13:00:00.000,true,false
LYC,Lympstone Commando,LYMPSTONE COMM,-3.440861256,50.66222519,GW,576200,,,,,,,,,,,,false,false
LYM,Lympstone Village,LYMPSTONE VLLAGE,-3.431393476,50.64867164,GW,576100,,,,,,,,,,,,false,false
LTM,Lytham,LYTHAM,-2.964043873,53.7392924,NT,267000,,,,,,,,,,,,false,false
MAC,Macclesfield,MACCLESFIELD,-2.121380478,53.25935609,VT,287100,,,,,,,,06:00:00.000,19:00:00.000,08:00:00.000,20:30:00.000,true,true
MCN,Machynlleth,MACHYNLLETH.,-3.854549885,52.5951531,AW,442200,,,,,,,,05:15:00.000,18:15:00.000,08:30:00.000,17:30:00.000,true,true
MST,Maesteg,MAESTEG,-3.654667781,51.60993535,AW,396300,,,,,,,,,,,,false,false
MEW,Maesteg (Ewenny Road),MAESTEG EWENY RD,-3.64841,51.60568,AW,396200,,,,,,,,,,,,false,false
MAG,Maghull,MAGHULL,-2.930857798,53.50648347,ME,215500,,,,,,,,05:45:00.000,00:16:00.000,08:15:00.000,00:16:00.000,true,
MNS,Maghull North,MAGHULLNORTH,-2.922,53.516,ME,6576,,,,,,,,05:42:00.000,00:27:00.000,08:01:00.000,00:27:00.000,true,
MDN,Maiden Newton,MAIDEN NEWTON,-2.569440541,50.77999537,GW,585300,,,,,,,,,,,,false,
MAI,Maidenhead,MAIDENHEAD.,-0.722658698,51.51866595,GW,314700,,,,,,06:00:00.000,20:00:00.000,07:00:00.000,20:00:00.000,08:00:00.000,19:00:00.000,true,true
MDB,Maidstone Barracks,MAIDSTONE BKS,0.513966736,51.27716608,SE,523700,,,,,,,,,,,,false,
MDE,Maidstone East,MAIDSTONE EAST,0.521301857,51.27782671,SE,511500,,,,,,06:00:00.000,20:00:00.000,06:00:00.000,20:00:00.000,07:45:00.000,20:00:00.000,true,true
MDW,Maidstone West,MAIDSTONE WEST,0.515780027,51.2704626,SE,522200,,,,,,06:15:00.000,12:50:00.000,06:10:00.000,12:50:00.000,,,true,true
MAL,Malden Manor,MALDEN MANOR,-0.261133898,51.38463927,SW,559900,,,,,,06:30:00.000,11:00:00.000,09:00:00.000,13:00:00.000,,,false,false
MLG,Mallaig,MALLAIG,-5.829589323,57.00596656,SR,883100,,,,,,,,,,,,true,true
MLT,Malton,MALTON,-0.797222763,54.13208477,TP,816400,,,,,,06:30:00.000,19:30:00.000,06:30:00.000,19:30:00.000,09:00:00.000,17:30:00.000,true,true
MVL,Malvern Link,MALVERN LINK,-2.319857656,52.12538603,WM,488400,,,,,,,,08:00:00.000,14:00:00.000,,,false,
MIA,Manchester Airport,MANCHESTER AIRPT,-2.272981546,53.36505845,TP,296100,,,,,,,,,,,,true,true
MCO,Manchester Oxford Road,MANCHESTER O RD,-2.242522887,53.47399664,NT,296600,,,,,,,,06:30:00.000,22:40:00.000,07:30:00.000,22:00:00.000,true,
MAN,Manchester Piccadilly,MANCHESTER PIC,-2.228977818,53.47671998,NR,296800,,,,,,04:30:00.000,22:30:00.000,04:30:00.000,22:30:00.000,07:00:00.000,22:30:00.000,true,true
MUF,Manchester United Football Ground,MANCHESTER F C,-2.290654777,53.4622129,NT,299600,,,,,,,,,,,,false,
MCV,Manchester Victoria,MANCHESTER VIC,-2.242599788,53.48747956,NT,297000,,,,,,,,06:30:00.000,22:00:00.000,08:00:00.000,22:15:00.000,true,true
MNE,Manea,MANEA,0.177697575,52.49785289,LE,716500,,,,,,,,,,,,false,
MNG,Manningtree,MANNINGTREE,1.045251421,51.94906612,LE,685600,,,,,,05:45:00.000,20:45:00.000,05:45:00.000,20:45:00.000,07:50:00.000,19:15:00.000,true,true
MNP,Manor Park,MANOR PARK,0.0452924304,51.5523565062,XR,688300,,,,,,06:10:00.000,19:40:00.000,07:10:00.000,14:00:00.000,08:10:00.000,15:40:00.000,true,true
MNR,Manor Road,MANOR ROAD,-3.171450295,53.39479742,ME,225300,,,,,,,,05:41:00.000,00:15:00.000,07:51:00.000,00:15:00.000,true,
MRB,Manorbier,MANORBIER,-4.791870151,51.66016796,AW,409400,,,,,,,,,,,,false,false
MAS,Manors,MANORS,-1.604744532,54.97276358,NT,760300,,,,,,,,,,,,false,
MFT,Mansfield,MANSFIELD.,-1.197157497,53.14255896,EM,172700,,,,,,07:00:00.000,14:00:00.000,07:00:00.000,14:00:00.000,,,true,
MSW,Mansfield Woodhouse,MANSFIELD WOODH,-1.199796358,53.16145454,EM,172800,,,,,,,,,,,,false,
MCH,March,MARCH,0.091199581,52.55990987,LE,716600,,,,,,07:00:00.000,17:30:00.000,07:00:00.000,17:30:00.000,,,true,
MRN,Marden (Kent),MARDEN KENT,0.493174606,51.17516959,SE,522300,,,,,,06:15:00.000,13:00:00.000,07:00:00.000,13:00:00.000,,,false,
MAR,Margate,MARGATE,1.372020955,51.38543564,SE,501800,,,,,,06:15:00.000,19:30:00.000,06:15:00.000,19:30:00.000,09:10:00.000,16:40:00.000,true,true
MHR,Market Harborough,MARKET HARBORO.,-0.908871723,52.48040756,EM,190900,,,,,,06:00:00.000,19:00:00.000,06:00:00.000,19:00:00.000,08:30:00.000,19:30:00.000,true,true
MKR,Market Rasen,MARKET RASEN,-0.337094278,53.38447725,EM,631800,,,,,,,,,,,,false,
MNC,Markinch,MARKINCH,-3.130777483,56.2010078,SR,916000,,,,,,06:45:00.000,13:15:00.000,08:10:00.000,14:40:00.000,,,true,false
MKT,Marks Tey,MARKS TEY,0.783345532,51.88095194,LE,686300,,,,,,05:35:00.000,22:10:00.000,05:35:00.000,22:10:00.000,08:20:00.000,19:30:00.000,true,true
MLW,Marlow,MARLOW,-0.766429862,51.57099199,GW,302100,,,,,,,,,,,,false,false
MPL,Marple,MARPLE,-2.057258911,53.40070996,NT,283000,,,,,,06:15:00.000,20:40:00.000,07:10:00.000,21:30:00.000,,,true,false
MSN,Marsden (Yorks),MARSDEN YORKS,-1.930755584,53.60320016,NT,844500,,,,,,,,,,,,false,
MBT,Marsh Barton,MSBTN,-3.5207435,50.7063522,GW,777900,,,,,,,,,,,,false,
MSK,Marske,MARSKE,-1.0189143,54.58742173,NT,792800,,,,,,,,,,,,false,
MGN,Marston Green,MARSTON GREEN.,-1.755614357,52.46719715,WM,103400,,,,,,,,08:00:00.000,20:00:00.000,09:00:00.000,14:00:00.000,false,
MTM,Martin Mill,MARTIN MILL,1.348232601,51.17067872,SE,504000,,,,,,06:10:00.000,10:30:00.000,,,,,false,
MAO,Martins Heron,MARTINS HERON,-0.724677798,51.40759741,SW,569200,,,,,,05:55:00.000,13:10:00.000,07:25:00.000,16:55:00.000,09:00:00.000,14:00:00.000,false,false
MTO,Marton,MARTON,-1.197717189,54.54380222,NT,794700,,,,,,,,,,,,false,
MYH,Maryhill,MARYHILL,-4.301942516,55.89714547,SR,995700,,,,,,,,,,,,false,false
MYL,Maryland,MARYLAND,0.0060578399,51.5458397394,XR,697000,,,,,,06:10:00.000,13:15:00.000,06:40:00.000,13:45:00.000,,,true,true
MRY,Maryport,MARYPORT,-3.494701885,54.71158569,NT,198800,,,,,,,,,,,,false,
MAT,Matlock,MATLOCK.,-1.558986118,53.13815608,EM,158100,,,,,,,,,,,,false,
MTB,Matlock Bath,MATLOCK BATH,-1.557657491,53.12197042,EM,158200,,,,,,,,,,,,false,
MAU,Mauldeth Road,MAULDETH ROAD,-2.20917839,53.43361928,NT,286700,,,,,,07:10:00.000,13:50:00.000,,,,,false,
MAX,Maxwell Park,MAXWELL PARK,-4.288685601,55.83771381,SR,980200,,,,,,,,,,,,false,
MAY,Maybole,MAYBOLE,-4.68528221,55.35472644,SR,952900,,,,,,,,,,,,false,
MZH,Maze Hill,MAZE HILL,0.003295611,51.48293643,SE,514900,,,,,,06:10:00.000,19:30:00.000,06:10:00.000,19:30:00.000,,,true,
MHS,Meadowhall,MEADOWHALL,-1.41361886,53.41690227,NT,666300,,,,,,06:00:00.000,20:15:00.000,06:00:00.000,20:15:00.000,09:00:00.000,19:30:00.000,true,
MEL,Meldreth,MELDRETH,0.008953,52.09073,GN,703600,,,,,,07:00:00.000,11:15:00.000,08:45:00.000,13:15:00.000,,,true,false
MKM,Melksham,MELKSHAM.,-2.144507047,51.37981906,GW,334600,,,,,,,,,,,,false,
MES,Melton (Suffolk),MELTON SUFFOLK,1.338257583,52.10445728,LE,722100,,,,,,,,,,,,false,
MMO,Melton Mowbray,MELTON MOWBRAY,-0.885577764,52.7606833,EM,185100,,,,,,06:45:00.000,13:40:00.000,06:45:00.000,13:40:00.000,,,true,
MEN,Menheniot,MENHENIOT,-4.40925881,50.42622082,GW,357600,,,,,,,,,,,,false,false
MNN,Menston,MENSTON,-1.735508485,53.89235171,NT,857400,,,,,,,,06:15:00.000,19:00:00.000,09:15:00.000,16:30:00.000,false,false
MEO,Meols,MEOLS,-3.154281087,53.39945033,ME,225400,,,,,,,,,,,,true,
MEC,Meols Cop,MEOLS COP,-2.975382686,53.646167,NT,235700,,,,,,,,,,,,false,
MEP,Meopham,MEOPHAM,0.356954369,51.3864239,SE,511600,,,,,,06:15:00.000,12:45:00.000,08:00:00.000,13:15:00.000,,,true,
MRW,Meridian Water,MERIDIANWATER,-0.0493156,51.6110012,LE,6599,,,,,,,,,,,,false,
